Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,SYN Flag Count,FIN Flag Count,RST Flag Count,ACK Flag Count,PSH Flag Count,Flow Bytes/s,Flow Packets/s
10/09/2026 22:27:52,13.32.99.1,192.168.1.19,27752,8080,6,3809567,3,5,2898,114730,0,0,1,0,0,30877.0,2.1
10/09/2026 22:27:52,192.168.1.18,192.168.1.22,27487,54227,6,2346803,4,15,4420,6960,0,0,0,1,0,4849.15,8.1
10/09/2026 22:27:52,13.32.99.1,192.168.1.14,0,0,1,2163475,8,14,664,966,0,0,0,0,0,753.42,10.17
10/09/2026 22:27:52,172.217.14.238,192.168.1.4,15950,53,6,3014102,12,12,672,3264,0,0,0,1,1,1305.86,7.96
10/09/2026 22:27:52,192.168.1.2,192.168.1.8,58137,22,6,641941,12,8,12720,4744,1,0,0,0,0,27204.99,31.16
10/09/2026 22:27:52,192.168.1.12,192.168.1.20,0,0,1,1998081,6,15,486,1080,0,0,0,0,0,783.75,10.51
10/09/2026 22:27:52,192.168.1.27,192.168.1.18,5545,18057,6,1146720,11,1,9251,1468,0,0,0,1,0,9347.53,10.46
10/09/2026 22:27:52,192.168.1.9,192.168.1.25,24033,80,6,2510910,15,13,19590,647400,1,0,0,0,0,265636.76,11.15
10/09/2026 22:27:52,192.168.1.18,192.168.1.19,41514,46268,6,2076210,14,15,6804,14715,0,0,0,1,0,10364.56,13.97
10/09/2026 22:27:52,192.168.1.7,172.217.14.238,12119,53,6,1018981,14,3,406,657,0,0,0,1,1,1043.2,16.68
10/09/2026 22:27:52,192.168.1.5,192.168.1.29,59198,17629,6,2677921,8,7,5840,10402,1,0,0,1,0,6065.15,5.6
10/09/2026 22:27:52,198.41.0.4,192.168.1.22,40991,20,17,125856,9,13,4320,7397,0,0,0,0,0,93098.46,174.8
10/09/2026 22:27:52,192.168.1.20,52.84.17.100,26607,80,6,308136,12,4,4440,58356,0,0,0,1,1,203793.13,51.93
10/09/2026 22:27:52,192.168.1.2,192.168.1.15,39383,53,6,3933775,18,15,1098,1335,0,0,0,1,1,618.49,8.39
10/09/2026 22:27:52,192.168.1.28,192.168.1.16,7538,53,6,4794457,14,5,574,455,0,0,0,1,0,214.62,3.96
10/09/2026 22:27:52,104.244.42.65,192.168.1.6,64831,53,17,3942946,4,7,156,581,0,0,0,0,0,186.92,2.79
10/09/2026 22:27:52,192.168.1.9,192.168.1.18,43997,21,17,3441248,7,10,4823,14760,0,0,0,0,0,5690.67,4.94
10/09/2026 22:27:52,192.168.1.22,192.168.1.23,59352,53,6,1459103,12,4,432,492,0,0,0,1,0,633.27,10.97
10/09/2026 22:27:52,192.168.1.2,13.32.99.1,46052,11079,6,4414521,3,5,1203,1830,1,0,0,0,0,687.05,1.81
10/09/2026 22:27:52,52.84.17.100,192.168.1.28,41858,46616,6,4912361,4,7,1248,3381,0,0,0,1,0,942.32,2.24
10/09/2026 22:27:52,192.168.1.1,192.168.1.20,61603,443,6,233332,18,8,17694,323864,0,0,0,1,0,1463828.36,111.43
10/09/2026 22:27:52,52.84.17.100,192.168.1.12,57378,21,17,2538462,5,12,700,8052,0,0,0,0,0,3447.76,6.7
10/09/2026 22:27:52,192.168.1.17,192.168.1.15,26468,53,6,1206200,13,15,858,4200,1,0,0,0,0,4193.33,23.21
10/09/2026 22:27:52,192.168.1.5,192.168.1.29,6570,8080,17,2974076,7,12,6965,596244,0,0,0,0,0,202822.32,6.39
10/09/2026 22:27:52,192.168.1.21,192.168.1.16,47560,53,6,451808,11,7,440,1141,0,1,0,1,0,3499.27,39.84
10/09/2026 22:27:52,192.168.1.29,104.244.42.65,8544,22,6,4627247,10,3,2140,744,0,0,0,1,1,623.26,2.81
10/09/2026 22:27:52,192.168.1.24,172.217.14.238,2324,53,6,3881667,15,9,645,4383,0,0,0,1,0,1295.32,6.18
10/09/2026 22:27:52,192.168.1.20,192.168.1.21,47950,53,6,512946,12,11,912,2387,1,0,0,0,0,6431.48,44.84
10/09/2026 22:27:52,13.32.99.1,104.244.42.65,36983,53,6,2521058,10,9,730,1251,0,0,0,1,1,785.78,7.54
10/09/2026 22:27:52,192.168.1.7,192.168.1.9,18055,8080,6,331223,7,2,9212,92606,0,0,0,1,1,307400.15,27.17
10/09/2026 22:27:52,192.168.1.5,192.168.1.12,18166,80,6,3070979,10,3,12370,111396,0,1,0,1,0,40301.81,4.23
10/09/2026 22:27:52,52.84.17.100,192.168.1.10,10195,45478,6,1013116,10,8,12140,11416,1,0,0,0,0,23251.04,17.77
10/09/2026 22:27:52,192.168.1.19,192.168.1.14,24506,8443,6,89786,6,7,3018,283682,0,0,1,0,0,3193148.15,144.79
10/09/2026 22:27:52,192.168.1.26,192.168.1.13,0,0,1,223403,11,4,440,208,0,0,0,0,0,2900.59,67.14
10/09/2026 22:27:52,192.168.1.18,192.168.1.24,22823,5858,6,372858,16,8,18736,8328,1,0,0,1,0,72585.27,64.37
10/09/2026 22:27:52,192.168.1.13,192.168.1.12,25900,8443,6,2926058,9,5,7227,126745,1,0,0,0,0,45785.83,4.78
10/09/2026 22:27:52,192.168.1.4,192.168.1.17,31780,53,17,894148,5,10,155,4550,0,0,0,0,0,5261.99,16.78
10/09/2026 22:27:52,198.41.0.4,8.8.4.4,19107,8080,6,3152034,8,11,9368,621412,0,0,1,0,0,200118.4,6.03
10/09/2026 22:27:52,52.84.17.100,192.168.1.7,49740,80,6,3950234,8,11,2136,626802,0,0,0,1,0,159215.38,4.81
10/09/2026 22:27:52,13.32.99.1,192.168.1.19,44749,43598,6,160453,12,2,4320,398,0,1,0,1,0,29404.25,87.25
10/09/2026 22:27:52,192.168.1.19,192.168.1.29,40359,41876,6,1140034,20,7,20880,1533,0,1,0,1,0,19659.94,23.68
10/09/2026 22:27:52,192.168.1.10,1.1.1.1,23918,52879,6,4560625,16,1,11392,1306,0,0,0,1,1,2784.27,3.73
10/09/2026 22:27:52,192.168.1.1,192.168.1.15,18983,8080,6,3673572,12,8,12384,314968,0,1,0,1,0,89110.0,5.44
10/09/2026 22:27:52,192.168.1.23,1.1.1.1,59122,53,17,4522145,20,13,1240,4524,0,0,0,0,0,1274.62,7.3
10/09/2026 22:27:52,192.168.1.18,142.250.80.46,43277,25,6,1854663,11,0,7469,0,0,0,0,1,0,4027.15,5.93
10/09/2026 22:27:52,8.8.8.8,151.101.1.140,36374,29293,6,4388432,17,13,6154,14963,1,0,0,0,0,4811.97,6.84
10/09/2026 22:27:52,8.8.4.4,192.168.1.13,53145,8443,6,4810841,5,5,1960,221125,0,0,1,0,0,46371.31,2.08
10/09/2026 22:27:52,104.244.42.65,192.168.1.7,0,0,1,1276607,16,9,1200,738,0,0,0,0,0,1518.09,19.58
10/09/2026 22:27:52,151.101.1.140,192.168.1.4,50847,443,6,4436333,6,9,3744,377253,1,0,0,1,0,85881.06,3.38
10/09/2026 22:27:52,192.168.1.16,192.168.1.17,21802,54697,6,3339271,9,9,3528,6480,1,0,0,0,0,2997.06,5.39
10/09/2026 22:27:52,192.168.1.14,192.168.1.5,45341,65104,6,2963276,18,8,9936,10696,1,0,0,0,0,6962.56,8.77
10/09/2026 22:27:52,151.101.1.140,192.168.1.8,31576,443,6,2789344,8,1,10632,59854,0,0,0,1,0,25269.74,3.23
10/09/2026 22:27:52,192.168.1.2,192.168.1.24,12303,443,6,3340930,6,8,6828,277408,0,1,0,1,0,85076.91,4.19
10/09/2026 22:27:52,192.168.1.9,192.168.1.3,7582,15655,6,3249434,12,13,14028,10764,0,1,0,1,0,7629.64,7.69
10/09/2026 22:27:52,192.168.1.24,13.32.99.1,47297,8080,6,2617204,15,1,7185,37549,0,0,0,1,0,17092.29,6.11
10/09/2026 22:27:52,142.250.80.46,192.168.1.6,36808,80,6,4390476,6,15,3336,892680,1,0,0,0,0,204081.74,4.78
10/09/2026 22:27:52,192.168.1.29,192.168.1.15,46899,443,6,2461377,2,14,544,590996,0,1,0,1,0,240328.89,6.5
10/09/2026 22:27:52,192.168.1.6,192.168.1.12,27336,53,6,1583811,13,2,533,916,1,0,0,0,0,914.88,9.47
10/09/2026 22:27:52,192.168.1.16,151.101.1.140,59820,80,17,4324731,10,2,13940,10492,0,0,0,0,0,5649.37,2.77
10/09/2026 22:27:52,192.168.1.12,192.168.1.19,53674,53,6,1285800,16,13,656,2561,0,0,0,1,1,2501.94,22.55
10/09/2026 22:27:52,192.168.1.23,142.250.80.46,23281,22,6,832316,17,4,14365,4824,0,0,0,1,1,23054.95,25.23
10/09/2026 22:27:52,52.84.17.100,192.168.1.8,59488,993,6,3815481,7,11,1022,9834,1,0,0,0,0,2845.25,4.72
10/09/2026 22:27:52,192.168.1.7,192.168.1.14,0,0,1,2386118,4,3,172,153,0,0,0,0,0,136.2,2.93
10/09/2026 22:27:52,192.168.1.23,192.168.1.17,4176,25,17,3338573,2,7,1826,4109,0,0,0,0,0,1777.71,2.7
10/09/2026 22:27:52,192.168.1.25,142.250.80.46,17022,587,17,1554361,19,13,15352,10712,0,0,0,0,0,16768.31,20.59
10/09/2026 22:27:52,192.168.1.1,192.168.1.10,22076,41164,6,4257915,12,15,10464,8970,0,0,0,1,0,4564.21,6.34
10/09/2026 22:27:52,192.168.1.10,104.244.42.65,21588,40092,6,1703137,19,8,7771,5840,0,1,0,1,0,7991.72,15.85
10/09/2026 22:27:52,151.101.1.140,192.168.1.26,63509,8080,6,1439990,8,13,9056,493779,0,0,0,1,0,349193.4,14.58
10/09/2026 22:27:52,1.1.1.1,192.168.1.11,0,0,1,3690826,8,14,488,826,0,0,0,0,0,356.02,5.96
10/09/2026 22:27:52,192.168.1.1,192.168.1.17,0,0,1,4782830,10,12,600,792,0,0,0,0,0,291.04,4.6
10/09/2026 22:27:52,192.168.1.11,142.250.80.46,43974,8443,17,3446553,17,3,17323,186012,0,0,0,0,0,58996.63,5.8
10/09/2026 22:27:52,192.168.1.22,142.250.80.46,14759,22,17,1857158,15,12,15675,9936,0,0,0,0,0,13790.43,14.54
10/09/2026 22:27:52,192.168.1.25,192.168.1.13,39052,22,6,4667650,15,10,10005,1130,0,0,0,1,1,2385.57,5.36
10/09/2026 22:27:52,8.8.8.8,198.41.0.4,56102,8443,6,3197265,18,4,15066,52204,0,0,0,1,1,21039.86,6.88
10/09/2026 22:27:52,104.244.42.65,192.168.1.11,29936,22,6,1070603,13,15,14482,1560,1,0,0,0,0,14984.08,26.15
10/09/2026 22:27:52,192.168.1.6,142.250.80.46,31354,53,17,4810379,14,15,630,2820,0,0,0,0,0,717.2,6.03
10/09/2026 22:27:52,192.168.1.22,192.168.1.20,29456,8443,6,799318,20,3,9780,136359,0,1,0,1,0,182829.61,28.77
10/09/2026 22:27:52,192.168.1.7,172.217.14.238,10865,443,6,459432,8,6,6048,140760,0,0,0,1,0,319542.39,30.47
10/09/2026 22:27:52,192.168.1.8,104.244.42.65,11166,443,17,219078,13,7,9919,424774,0,0,0,0,0,1984192.84,91.29
10/09/2026 22:27:52,192.168.1.22,192.168.1.28,17229,62014,17,325550,16,4,1728,2604,0,0,0,0,0,13306.71,61.43
10/09/2026 22:27:52,192.168.1.26,192.168.1.20,64018,11802,6,1930850,11,0,12298,0,1,0,0,1,0,6369.22,5.7
10/09/2026 22:27:52,151.101.1.140,192.168.1.22,62969,8443,17,2310625,7,5,6384,3725,0,0,0,0,0,4375.01,5.19
10/09/2026 22:27:52,192.168.1.20,192.168.1.12,18467,22,6,3829846,17,14,2720,19138,0,0,0,1,1,5707.28,8.09
10/09/2026 22:27:52,192.168.1.13,192.168.1.29,48770,33355,6,3623245,15,10,17175,9050,0,0,0,1,1,7237.99,6.9
10/09/2026 22:27:52,192.168.1.16,192.168.1.6,13975,8080,6,901841,17,5,5406,292465,0,0,0,1,0,330292.15,24.39
10/09/2026 22:27:52,192.168.1.21,192.168.1.20,1200,22,6,1568162,18,7,21618,2100,0,1,0,1,0,15124.71,15.94
10/09/2026 22:27:52,192.168.1.6,192.168.1.24,30663,14404,6,3378045,10,5,8420,7105,0,0,1,0,0,4595.85,4.44
10/09/2026 22:27:52,192.168.1.24,192.168.1.5,24391,53,6,3825656,20,9,1460,4185,1,0,0,0,0,1475.56,7.58
10/09/2026 22:27:52,192.168.1.22,192.168.1.15,34773,80,6,176731,5,9,3025,517518,1,0,0,1,0,2945397.24,79.22
10/09/2026 22:27:52,192.168.1.20,192.168.1.15,45767,53,6,3838045,12,3,432,1434,1,0,0,1,0,486.19,3.91
10/09/2026 22:27:52,192.168.1.23,192.168.1.10,0,0,1,4245735,14,14,574,812,0,0,0,0,0,326.45,6.59
10/09/2026 22:27:52,192.168.1.2,192.168.1.28,58395,20,6,1516749,16,6,9392,4596,0,1,0,1,0,9222.36,14.5
10/09/2026 22:27:52,8.8.8.8,192.168.1.15,43541,8443,6,3268798,6,8,6522,189320,0,0,1,0,0,59912.54,4.28
10/09/2026 22:27:52,13.32.99.1,104.244.42.65,32071,8080,6,2847175,11,15,4477,641325,1,0,0,0,0,226822.03,9.13
10/09/2026 22:27:52,172.217.14.238,8.8.4.4,59869,12224,6,150576,8,9,3000,1926,0,0,0,1,0,32714.38,112.9
10/09/2026 22:27:52,192.168.1.21,192.168.1.14,58077,80,6,3712274,19,4,24871,144260,0,0,0,1,0,45559.95,6.2
10/09/2026 22:27:52,192.168.1.20,192.168.1.21,58653,80,6,4116500,3,11,2040,708576,1,0,0,0,0,172626.26,3.4
10/09/2026 22:27:52,192.168.1.10,192.168.1.14,16021,8443,6,1383127,1,1,868,32214,1,0,0,0,0,23918.27,1.45
10/09/2026 22:27:52,151.101.1.140,192.168.1.28,42136,443,17,1074684,15,6,20310,36750,0,0,0,0,0,53094.68,19.54
10/09/2026 22:27:52,192.168.1.8,192.168.1.7,15347,27001,6,1484160,10,2,13130,1180,0,0,0,1,0,9641.82,8.09
10/09/2026 22:27:52,192.168.1.6,198.41.0.4,6428,53,6,2739783,20,15,900,4260,0,1,0,1,0,1883.36,12.77
10/09/2026 22:27:52,192.168.1.7,192.168.1.25,56550,53,17,4518935,18,14,774,4466,0,0,0,0,0,1159.57,7.08
10/09/2026 22:27:52,192.168.1.28,192.168.1.13,10132,22,6,1133773,4,13,3172,12376,0,0,0,1,1,13713.5,14.99
10/09/2026 22:27:52,142.250.80.46,192.168.1.8,52642,14565,6,4057561,20,13,4240,6500,0,0,0,1,1,2646.91,8.13
10/09/2026 22:27:52,13.32.99.1,192.168.1.23,54192,443,6,1477379,6,8,2430,95928,0,0,0,1,0,66576.01,9.48
10/09/2026 22:27:52,192.168.1.20,198.41.0.4,15320,25,17,2818217,7,12,9534,16980,0,0,0,0,0,9408.08,6.74
10/09/2026 22:27:52,192.168.1.24,192.168.1.10,22559,8080,6,3088046,20,3,25580,163614,0,0,0,1,1,61266.57,7.45
10/09/2026 22:27:52,192.168.1.8,192.168.1.16,27803,587,17,878042,15,12,18630,5304,0,0,0,0,0,27258.38,30.75
10/09/2026 22:27:52,192.168.1.12,192.168.1.9,62374,22,6,4042868,15,8,6795,7480,0,0,0,1,0,3530.91,5.69
10/09/2026 22:27:52,151.101.1.140,192.168.1.18,17715,443,6,2472175,17,9,13141,199917,1,0,0,1,0,86182.41,10.52
10/09/2026 22:27:52,192.168.1.29,198.41.0.4,20651,35644,6,485819,5,2,2700,1998,0,0,0,1,1,9670.27,14.41
10/09/2026 22:27:52,198.41.0.4,8.8.4.4,1647,8080,17,2783951,7,12,7343,105876,0,0,0,0,0,40668.46,6.82
10/09/2026 22:27:52,192.168.1.29,192.168.1.2,0,0,1,210991,1,9,65,666,0,0,0,0,0,3464.6,47.4
10/09/2026 22:27:52,8.8.8.8,198.41.0.4,7189,22,6,779243,15,13,7110,5811,1,0,0,0,0,16581.48,35.93
10/09/2026 22:27:52,192.168.1.25,192.168.1.18,21510,50272,6,2268155,6,10,1320,14210,0,0,0,1,0,6846.97,7.05
10/09/2026 22:27:52,192.168.1.11,192.168.1.15,5706,7254,6,4482970,8,13,536,5837,0,0,0,1,1,1421.6,4.68
10/09/2026 22:27:52,192.168.1.9,192.168.1.18,34995,22,6,63442,17,5,19907,4245,0,0,0,1,1,380694.18,346.77
10/09/2026 22:27:52,192.168.1.3,192.168.1.9,21112,80,6,2980033,6,2,7380,97994,0,0,0,1,1,35360.01,2.68
10/09/2026 22:27:52,192.168.1.22,192.168.1.4,27270,8443,6,3765722,18,13,14472,498641,1,0,0,0,0,136258.86,8.23
10/09/2026 22:27:52,192.168.1.22,192.168.1.9,49191,8080,6,2971416,10,12,7550,344412,0,0,0,1,1,118449.25,7.4
10/09/2026 22:27:52,192.168.1.28,192.168.1.10,33662,8443,6,2997033,4,13,2404,731783,0,0,0,1,1,244971.28,5.67
10/09/2026 22:27:52,192.168.1.25,198.41.0.4,11555,53,6,775441,9,7,702,2506,0,0,0,1,1,4137.0,20.63
10/09/2026 22:27:52,151.101.1.140,192.168.1.27,53749,443,6,3926071,10,2,10980,36110,1,0,0,0,0,11994.18,3.06
10/09/2026 22:27:52,8.8.4.4,192.168.1.13,15138,9451,6,853374,16,7,15376,875,1,0,0,0,0,19043.23,26.95
10/09/2026 22:27:52,192.168.1.24,192.168.1.11,35900,8443,6,3660739,7,9,4228,233010,1,0,0,0,0,64806.04,4.37
10/09/2026 22:27:52,192.168.1.25,192.168.1.9,62614,5659,6,251612,6,13,2514,5304,1,0,0,0,0,31071.65,75.51
10/09/2026 22:27:52,198.41.0.4,192.168.1.4,25682,53,17,547239,19,0,836,0,0,0,0,0,0,1527.67,34.72
10/09/2026 22:27:52,192.168.1.13,192.168.1.26,20105,80,6,751472,19,8,12635,279880,1,0,0,0,0,389256.02,35.93
10/09/2026 22:27:52,192.168.1.3,192.168.1.22,0,0,1,1285694,5,6,420,366,0,0,0,0,0,611.34,8.56
10/09/2026 22:27:52,198.41.0.4,142.250.80.46,65470,61752,17,1337787,5,7,2070,8141,0,0,0,0,0,7632.75,8.97
10/09/2026 22:27:52,13.32.99.1,192.168.1.17,4269,53,6,1018896,18,6,1062,2952,0,1,0,1,0,3939.56,23.55
10/09/2026 22:27:52,192.168.1.24,192.168.1.17,7091,80,17,1306442,12,11,4944,75669,0,0,0,0,0,61704.23,17.61
10/09/2026 22:27:52,192.168.1.19,192.168.1.29,24137,53,6,635726,4,6,184,2514,0,0,0,1,0,4243.97,15.73
10/09/2026 22:27:52,142.250.80.46,192.168.1.14,22741,22,6,4556701,8,15,2864,14910,1,0,0,0,0,3900.63,5.05
10/09/2026 22:27:52,192.168.1.16,192.168.1.22,40488,80,6,2188824,1,12,1138,480024,0,0,1,0,0,219826.72,5.94
10/09/2026 22:27:52,52.84.17.100,192.168.1.7,20418,443,6,1175567,19,9,17822,229428,0,1,0,1,0,210324.04,23.82
10/09/2026 22:27:52,192.168.1.6,192.168.1.21,0,0,1,3072518,3,2,234,118,0,0,0,0,0,114.56,1.63
10/09/2026 22:27:52,192.168.1.26,1.1.1.1,7160,22,6,1749951,5,13,4655,4706,1,0,0,0,0,5349.29,10.29
10/09/2026 22:27:52,151.101.1.140,192.168.1.12,22109,80,6,1995158,4,10,5488,375970,1,0,0,0,0,191191.88,7.02
10/09/2026 22:27:52,192.168.1.15,151.101.1.140,3631,80,6,2122576,1,12,398,644148,0,1,0,1,0,303662.15,6.12
10/09/2026 22:27:52,192.168.1.19,104.244.42.65,56820,587,6,2143674,17,10,2635,9790,1,0,0,0,0,5796.12,12.6
10/09/2026 22:27:52,142.250.80.46,192.168.1.12,5089,80,6,667587,10,11,4880,273218,0,0,0,1,1,416571.92,31.46
10/09/2026 22:27:52,104.244.42.65,192.168.1.9,40258,53,6,460622,14,12,714,3012,1,0,0,0,0,8089.06,56.45
10/09/2026 22:27:52,192.168.1.2,192.168.1.17,61312,22,6,4803650,8,5,7872,1430,0,0,0,1,1,1936.44,2.71
10/09/2026 22:27:52,192.168.1.17,8.8.4.4,7050,22,17,1078190,4,11,2652,10164,0,0,0,0,0,11886.59,13.91
10/09/2026 22:27:52,1.1.1.1,8.8.4.4,38095,995,6,358985,4,8,1996,9936,0,0,0,1,0,33238.16,33.43
10/09/2026 22:27:52,142.250.80.46,192.168.1.25,62752,22,6,331818,8,0,5840,0,1,0,0,1,0,17600.01,24.11
10/09/2026 22:27:52,192.168.1.21,192.168.1.17,34402,80,17,2900388,17,5,7480,66170,0,0,0,0,0,25393.15,7.59
10/09/2026 22:27:52,192.168.1.25,192.168.1.13,0,0,1,2638208,20,12,780,564,0,0,0,0,0,509.44,12.13
10/09/2026 22:27:52,8.8.8.8,192.168.1.2,26530,53,6,797204,15,2,810,894,0,0,0,1,1,2137.47,21.32
10/09/2026 22:27:52,192.168.1.10,192.168.1.17,40267,443,6,995467,9,12,13131,18372,1,0,0,0,0,31646.45,21.1
10/09/2026 22:27:52,1.1.1.1,104.244.42.65,57454,53,17,4913205,18,6,1260,2466,0,0,0,0,0,758.36,4.88
10/09/2026 22:27:52,8.8.4.4,192.168.1.3,34211,80,6,1853308,1,7,853,370195,0,1,0,1,0,200208.49,4.32
10/09/2026 22:27:52,142.250.80.46,192.168.1.1,38244,443,6,4941619,18,14,13626,84406,0,0,0,1,0,19838.03,6.48
10/09/2026 22:27:52,192.168.1.16,142.250.80.46,45600,993,17,1865282,6,7,960,8757,0,0,0,0,0,5209.4,6.97
10/09/2026 22:27:52,151.101.1.140,192.168.1.9,22082,53,17,853409,8,3,496,189,0,0,0,0,0,802.66,12.89
10/09/2026 22:27:52,192.168.1.1,192.168.1.19,59468,53,17,4393248,17,10,1037,2360,0,0,0,0,0,773.23,6.15
10/09/2026 22:27:52,192.168.1.1,192.168.1.5,48542,110,6,603705,3,1,2934,1043,1,0,0,0,0,6587.65,6.63
10/09/2026 22:27:52,192.168.1.10,192.168.1.25,41552,80,6,4692788,16,13,3472,650689,0,1,0,1,0,139397.09,6.18
10/09/2026 22:27:52,192.168.1.9,192.168.1.22,41417,20,6,3726535,10,14,2190,5908,1,0,0,0,0,2173.06,6.44
10/09/2026 22:27:52,192.168.1.5,192.168.1.4,11342,8443,6,3808533,14,15,13440,12930,0,0,0,1,1,6923.93,7.61
10/09/2026 22:27:52,192.168.1.21,192.168.1.22,0,0,1,731940,8,15,552,855,0,0,0,0,0,1922.29,31.42
10/09/2026 22:27:52,192.168.1.5,192.168.1.11,23557,59865,17,734313,12,15,6972,5550,0,0,0,0,0,17052.67,36.77
10/09/2026 22:27:52,192.168.1.1,192.168.1.18,16408,25599,6,3988506,6,1,4464,949,1,0,0,0,0,1357.15,1.76
10/09/2026 22:27:52,192.168.1.14,1.1.1.1,29061,54370,6,3127418,1,14,1423,15876,1,0,0,1,0,5531.4,4.8
10/09/2026 22:27:52,104.244.42.65,192.168.1.6,64163,8080,6,78891,15,6,13560,18420,0,0,0,1,1,405369.43,266.19
10/09/2026 22:27:52,192.168.1.17,13.32.99.1,14818,443,17,4866461,20,10,16920,428550,0,0,0,0,0,91538.8,6.16
10/09/2026 22:27:52,192.168.1.15,192.168.1.22,8371,80,17,1244022,15,2,5790,16462,0,0,0,0,0,17887.14,13.67
10/09/2026 22:27:52,8.8.4.4,192.168.1.7,5396,443,17,1050855,12,9,7176,155898,0,0,0,0,0,155182.21,19.98
10/09/2026 22:27:52,198.41.0.4,192.168.1.21,20996,22,6,1554791,5,5,1115,6210,0,0,0,1,0,4711.24,6.43
10/09/2026 22:27:52,8.8.4.4,192.168.1.26,54900,53,17,1347778,12,12,684,2220,0,0,0,0,0,2154.66,17.81
10/09/2026 22:27:52,192.168.1.11,192.168.1.12,0,0,1,4889226,20,5,1140,415,0,0,0,0,0,318.05,5.11
10/09/2026 22:27:52,172.217.14.238,192.168.1.7,14871,4524,6,3816995,18,9,15966,12825,1,0,0,0,0,7542.84,7.07
10/09/2026 22:27:52,192.168.1.17,192.168.1.1,9864,48064,17,4098478,9,12,4527,4224,0,0,0,0,0,2135.18,5.12
10/09/2026 22:27:52,192.168.1.25,151.101.1.140,63443,20,17,4446951,5,11,5175,13420,0,0,0,0,0,4181.52,3.6
10/09/2026 22:27:52,192.168.1.25,192.168.1.17,33282,80,17,3708542,1,10,1150,521320,0,0,0,0,0,140882.86,2.97
10/09/2026 22:27:52,192.168.1.5,192.168.1.15,54658,24063,6,2381238,3,14,3159,16576,0,0,0,1,1,8287.71,7.14
10/09/2026 22:27:52,151.101.1.140,192.168.1.12,28173,80,6,3132698,12,13,6360,811616,1,0,0,0,0,261109.11,7.98
10/09/2026 22:27:52,192.168.1.25,192.168.1.26,47755,30095,6,4576863,11,6,7436,480,0,1,0,1,0,1729.57,3.71
10/09/2026 22:27:53,104.244.42.65,192.168.1.17,54577,25,6,1830676,12,3,5328,603,1,0,0,0,0,3239.79,8.19
10/09/2026 22:27:53,192.168.1.25,192.168.1.5,6772,53,6,2962743,6,7,204,882,1,0,0,0,0,366.55,4.39
10/09/2026 22:27:53,192.168.1.11,192.168.1.8,60118,53,6,1584987,4,6,268,1830,0,0,0,1,0,1323.67,6.31
10/09/2026 22:27:53,192.168.1.5,192.168.1.15,33953,21,17,1501176,5,15,2700,3255,0,0,0,0,0,3966.89,13.32
10/09/2026 22:27:53,192.168.1.12,192.168.1.17,49442,22770,6,3661591,12,7,12816,3430,0,1,0,1,0,4436.87,5.19
10/09/2026 22:27:53,192.168.1.12,198.41.0.4,65092,465,6,3564880,3,9,4353,11277,0,0,0,1,0,4384.44,3.37
10/09/2026 22:27:53,52.84.17.100,192.168.1.19,39020,8443,6,1754796,3,5,1200,81545,1,0,0,0,0,47153.63,4.56
10/09/2026 22:27:53,192.168.1.11,192.168.1.20,13857,8080,6,4561580,1,1,423,36335,0,1,0,1,0,8058.17,0.44
10/09/2026 22:27:53,198.41.0.4,192.168.1.14,35529,443,6,250139,10,5,3330,44745,0,1,0,1,0,192193.14,59.97
10/09/2026 22:27:53,192.168.1.6,192.168.1.12,26466,8443,17,2636844,2,9,1924,24561,0,0,0,0,0,10044.2,4.17
10/09/2026 22:27:53,192.168.1.29,192.168.1.15,65272,22,6,2750705,17,11,22644,5984,1,0,0,0,0,10407.51,10.18
10/09/2026 22:27:53,192.168.1.13,192.168.1.18,31679,443,6,2689294,1,12,1113,537792,1,0,0,0,0,200389.02,4.83
10/09/2026 22:27:53,192.168.1.1,192.168.1.2,63481,22,6,4445126,6,12,1512,1200,0,0,0,1,1,610.11,4.05
10/09/2026 22:27:53,172.217.14.238,192.168.1.25,36096,8080,6,3570508,10,2,6090,106836,0,0,0,1,1,31627.43,3.36
10/09/2026 22:27:53,192.168.1.19,13.32.99.1,57791,8080,6,4724052,12,7,4176,335321,1,0,0,0,0,71865.64,4.02
10/09/2026 22:27:53,192.168.1.16,192.168.1.14,2448,17917,6,251601,12,11,10860,726,1,0,0,0,0,46049.1,91.41
10/09/2026 22:27:53,192.168.1.5,172.217.14.238,53061,53,6,4304898,9,4,360,1220,1,0,0,0,0,367.02,3.02
10/09/2026 22:27:53,192.168.1.26,192.168.1.5,55750,443,6,3579451,18,9,14688,47952,0,0,0,1,0,17499.89,7.54
10/09/2026 22:27:53,192.168.1.12,192.168.1.14,47279,53,6,1568051,19,11,1482,1166,0,0,0,1,1,1688.72,19.13
10/09/2026 22:27:53,8.8.4.4,192.168.1.15,0,0,1,2031857,5,12,340,864,0,0,0,0,0,592.56,8.37
10/09/2026 22:27:53,192.168.1.22,192.168.1.3,0,0,1,4143540,9,13,567,468,0,0,0,0,0,249.79,5.31
10/09/2026 22:27:53,192.168.1.10,192.168.1.3,12743,10794,6,4152428,4,15,4696,975,0,0,1,0,0,1365.71,4.58
10/09/2026 22:27:53,192.168.1.25,52.84.17.100,26125,21,6,2855731,19,15,11571,18345,0,0,0,1,1,10475.78,11.91
